customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,DailyCharges
1406-puqvy,No,male,0,0,1,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,49.9,49.9,1.6633333333333333
1407-digzv,No,female,0,1,1,3,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.1,52.0,0.6366666666666667
1409-phxtf,No,male,1,1,0,54,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,110.45,6077.75,3.6816666666666666
1410-rscmr,No,male,0,1,1,7,1,no,dsl,yes,no,yes,yes,no,yes,month-to-month,1,credit card (automatic),71.35,515.75,2.378333333333333
1414-yadcw,No,male,0,1,0,70,1,no,fiber optic,yes,yes,no,yes,no,no,two year,0,bank transfer (automatic),84.6,5706.2,2.82
1415-yfwlt,Yes,female,1,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.3,89.3,2.9766666666666666
1421-hcerk,No,male,1,1,0,30,1,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,1,bank transfer (automatic),105.7,3181.8,3.5233333333333334
1422-dgubx,No,male,0,1,0,32,1,yes,fiber optic,no,no,no,yes,no,no,one year,1,electronic check,79.25,2619.15,2.6416666666666666
1423-bmpbq,No,female,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.0,19.0,0.6333333333333333
1427-gopmo,Unknown,male,0,0,0,57,1,yes,fiber optic,no,no,no,no,yes,no,one year,1,electronic check,86.9,4939.25,2.896666666666667
1427-versm,No,female,0,1,0,56,1,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,electronic check,98.7,5669.5,3.29
1428-gtbjj,Yes,male,0,0,0,11,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,74.55,824.75,2.485
1428-iedpr,No,male,0,0,0,52,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,electronic check,109.3,5731.4,3.643333333333333
1428-qpool,Unknown,female,0,1,1,65,1,yes,dsl,yes,yes,no,yes,yes,yes,two year,1,bank transfer (automatic),82.5,5215.1,2.75
1429-uyjsv,No,female,0,0,0,12,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,260.9,0.6566666666666666
1430-sfqsa,No,male,0,0,0,29,0,no,dsl,yes,no,no,yes,no,no,one year,0,mailed check,35.6,1072.6,1.1866666666666668
1431-aidjq,No,male,0,1,1,33,1,no,dsl,no,yes,yes,yes,yes,yes,two year,0,credit card (automatic),82.1,2603.1,2.7366666666666664
1431-cywmh,No,female,0,1,1,22,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.05,454.05,0.635
1432-fpaxx,Yes,female,0,0,0,29,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,30.6,856.35,1.02
1436-zmjan,No,female,0,1,0,10,1,no,dsl,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),67.8,653.15,2.26
1439-lcgvl,No,female,0,1,0,26,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.2,459.6,0.64
1442-bqpvu,No,female,0,0,0,13,0,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,29.15,357.15,0.9716666666666666
1442-okrje,No,male,0,1,1,66,1,no,fiber optic,yes,yes,yes,no,yes,yes,one year,1,bank transfer (automatic),103.15,7031.3,3.4383333333333335
1444-vvsgw,Yes,male,0,1,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,0,credit card (automatic),115.65,7968.85,3.855
1447-giqmr,Yes,male,0,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.15,69.15,2.305
1447-pjgga,Yes,female,0,0,0,57,1,no,fiber optic,no,no,yes,no,yes,yes,two year,1,electronic check,95.25,5464.65,3.175
1448-cywkc,No,female,0,1,1,58,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),105.2,6225.4,3.506666666666667
1448-pwkye,Yes,male,0,1,1,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,0,electronic check,80.0,80.0,2.6666666666666665
1449-xqemt,Yes,male,0,0,0,3,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.8,58.15,0.66
1450-galxr,Yes,female,0,0,0,10,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,98.5,1058.25,3.283333333333333
1450-skcvi,Yes,female,0,0,0,56,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,73.85,4092.85,2.4616666666666664
1452-kiovk,No,male,0,0,1,22,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,credit card (automatic),89.1,1949.4,2.9699999999999998
1452-uzosf,No,male,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,1,credit card (automatic),106.1,7548.6,3.5366666666666666
1452-voqch,No,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.1,75.1,2.503333333333333
1452-xrsjv,No,female,0,1,1,39,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,credit card (automatic),51.05,2066.0,1.7016666666666667
1453-rzfon,No,female,0,0,1,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,mailed check,49.9,49.9,1.6633333333333333
1455-esiqh,Yes,male,0,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.1,89.1,2.9699999999999998
1455-hfbxa,No,male,0,1,0,52,1,yes,fiber optic,yes,no,yes,yes,no,no,two year,1,credit card (automatic),91.6,4627.8,3.0533333333333332
1455-ugqvh,Yes,male,0,1,0,10,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,98.5,1037.75,3.283333333333333
1456-twcgb,No,male,0,0,0,4,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,mailed check,49.25,208.45,1.6416666666666666
1459-qnfqt,No,male,0,1,1,70,0,no,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),59.5,4144.8,1.9833333333333334
1460-uzprj,No,male,0,1,0,60,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.95,1258.15,0.6649999999999999
1465-lntlj,No,male,1,1,0,8,1,no,dsl,no,no,yes,yes,no,yes,month-to-month,1,credit card (automatic),64.4,581.7,2.146666666666667
1465-vindh,Yes,female,0,1,1,10,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,credit card (automatic),102.1,1068.85,3.4033333333333333
1465-wczvt,No,female,0,1,1,3,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,60.65,0.6549999999999999
1468-defnc,No,male,1,1,1,64,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),24.4,1548.65,0.8133333333333332
1469-lbjqj,No,female,0,1,0,66,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.2,6936.85,3.506666666666667
1470-psxnm,No,male,0,1,1,49,1,yes,fiber optic,no,yes,yes,no,yes,no,one year,1,electronic check,93.65,4520.15,3.121666666666667
1471-giqkq,No,female,0,0,0,1,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,49.95,49.95,1.665
1472-tncwl,No,male,0,0,1,36,1,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,94.7,3512.5,3.1566666666666667
1474-juwsm,No,female,0,1,0,58,1,yes,dsl,yes,no,no,yes,no,yes,one year,1,electronic check,68.4,3972.25,2.2800000000000002
1475-vwvdo,No,male,0,0,0,7,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,74.9,490.55,2.496666666666667
1478-vpoad,No,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,43.8,43.8,1.46
1480-bkxga,No,male,1,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),116.05,8404.9,3.868333333333333
1480-ivevr,No,male,1,1,0,35,1,yes,fiber optic,no,no,yes,no,no,no,one year,1,bank transfer (automatic),81.6,2815.25,2.7199999999999998
1481-zuwza,Yes,male,0,0,0,28,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,credit card (automatic),94.5,2659.4,3.15
1482-oxzsy,No,male,0,0,0,30,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),100.4,2936.25,3.3466666666666667
1485-ydhmm,No,male,0,1,1,52,1,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,1,bank transfer (automatic),93.25,4631.7,3.1083333333333334
1488-pbljn,No,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),116.85,8477.7,3.895
1488-sysfc,No,male,0,1,1,31,1,no,no,no,no,no,no,no,no,month-to-month,1,electronic check,20.65,702.05,0.6883333333333332
1492-kgeth,No,male,0,1,1,70,1,yes,dsl,yes,yes,yes,yes,no,yes,one year,0,bank transfer (automatic),78.35,5445.95,2.6116666666666664
1492-qgclu,No,male,0,1,1,53,1,yes,dsl,yes,no,yes,yes,yes,yes,month-to-month,0,electronic check,85.7,4616.1,2.856666666666667
1493-amtie,Yes,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),20.2,20.2,0.6733333333333333
1494-ejzdw,No,female,0,1,1,10,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.15,220.8,0.6716666666666666
1496-ggsuk,Yes,female,1,0,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,25.7,25.7,0.8566666666666667
1498-dqnrx,No,female,0,1,0,29,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.85,573.05,0.6616666666666667
1498-nhtlt,No,male,0,1,1,59,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,electronic check,86.75,5186.0,2.8916666666666666
1501-sghbw,Yes,male,0,0,0,2,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,45.85,81.0,1.5283333333333333
1502-xfcvr,Yes,female,0,0,0,58,1,no,fiber optic,yes,yes,yes,no,yes,yes,one year,1,electronic check,106.45,6145.85,3.5483333333333333
1506-yjtyt,No,male,0,1,1,45,1,yes,dsl,yes,yes,no,yes,yes,no,two year,0,credit card (automatic),73.85,3371.0,2.4616666666666664
1508-dfxcu,No,male,0,0,0,12,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,81.45,912.0,2.7150000000000003
1513-xnpph,Yes,female,0,0,0,12,1,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,1,electronic check,89.4,1095.65,2.98
1518-omdik,No,male,0,1,0,33,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),44.55,1462.6,1.4849999999999999
1518-vowav,Yes,female,0,0,0,9,1,no,dsl,yes,yes,no,no,yes,yes,month-to-month,1,electronic check,74.65,703.55,2.4883333333333337
1522-vvdmg,Yes,male,0,1,1,7,1,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,1,electronic check,89.75,608.8,2.9916666666666667
1525-lnloj,No,male,0,1,1,66,1,yes,dsl,no,no,yes,no,yes,no,two year,1,bank transfer (automatic),63.3,4189.7,2.11
1527-sxdpn,Yes,male,0,1,1,52,1,yes,fiber optic,no,no,yes,yes,no,yes,two year,1,bank transfer (automatic),96.25,4990.25,3.2083333333333335
1530-ztdoz,No,female,0,1,0,49,0,no,dsl,yes,no,no,no,yes,no,month-to-month,0,bank transfer (automatic),40.65,2070.75,1.355
1534-oulxe,No,female,0,1,1,61,1,no,dsl,yes,no,no,no,no,no,one year,1,bank transfer (automatic),49.7,2961.4,1.6566666666666667
1535-vtjoq,No,female,0,0,0,24,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.15,553.0,0.8383333333333333
1536-hbswp,No,female,0,0,0,1,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic check,49.9,49.9,1.6633333333333333
1536-yhdoe,No,male,0,1,1,17,1,yes,dsl,yes,no,no,yes,no,no,one year,1,mailed check,62.1,1096.65,2.07
1539-lnkhm,No,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.4,266.6,0.6799999999999999
1541-etjzo,Yes,male,0,0,0,1,1,yes,dsl,no,no,yes,yes,no,no,month-to-month,0,mailed check,62.05,62.05,2.0683333333333334
1543-lllft,No,male,1,1,0,61,1,yes,fiber optic,no,yes,yes,yes,yes,no,one year,1,mailed check,98.3,6066.55,3.2766666666666664
1544-jjmyl,No,male,0,0,0,27,1,no,dsl,yes,no,yes,yes,yes,no,one year,0,credit card (automatic),69.35,1927.3,2.3116666666666665
1545-actas,No,female,0,1,1,48,1,no,fiber optic,yes,no,yes,no,yes,yes,one year,1,bank transfer (automatic),99.7,4977.2,3.3233333333333333
1545-jfuml,No,male,0,1,0,71,1,yes,fiber optic,yes,yes,yes,no,yes,no,two year,1,electronic check,99.0,6994.6,3.3
1548-aragg,No,female,0,1,1,4,1,yes,dsl,no,yes,no,yes,no,no,month-to-month,1,mailed check,58.5,224.85,1.95
1548-fehvl,No,male,0,1,0,61,1,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,1,electronic check,106.2,6375.2,3.54
1550-eenbn,No,female,0,0,0,31,1,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,0,electronic check,104.35,3205.6,3.478333333333333
1550-loaha,Yes,female,0,1,0,32,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,0,bank transfer (automatic),84.15,2585.95,2.805
1552-aagrx,No,female,0,0,0,30,1,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,0,bank transfer (automatic),106.4,3211.9,3.546666666666667
1552-czcll,No,female,0,1,1,55,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.0,1087.25,0.6666666666666666
1552-tkmxs,No,female,0,1,0,42,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),20.35,869.9,0.6783333333333333
1555-djeqw,Yes,female,0,1,1,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),114.2,7723.9,3.8066666666666666
1555-hapsu,No,female,0,1,1,71,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),23.9,1663.5,0.7966666666666666
1557-emyvt,No,female,0,0,0,43,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),115.05,4895.1,3.835
1559-dtodc,No,male,0,0,0,19,0,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),25.15,468.35,0.8383333333333333
1561-bwhin,No,male,0,1,1,19,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.8,344.5,0.66
1563-iwqex,No,female,0,0,0,12,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.7,220.35,0.6566666666666666
1564-hjuvy,No,male,0,0,0,4,1,no,dsl,no,yes,no,yes,yes,no,month-to-month,1,bank transfer (automatic),63.75,226.2,2.125
1564-ntyxf,Yes,female,1,0,0,13,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,82.0,1127.2,2.7333333333333334
1565-rhdjd,Yes,female,0,0,1,4,1,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,0,bank transfer (automatic),84.05,333.55,2.8016666666666667
1567-dscic,Yes,male,0,0,0,8,1,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,electronic check,94.0,773.65,3.1333333333333333
1568-bekzm,No,male,1,1,0,70,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),90.05,6333.4,3.0016666666666665
1568-ljszu,No,male,0,1,1,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),92.2,6392.85,3.0733333333333333
1569-ttnyj,Yes,male,0,1,0,5,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,78.75,412.1,2.625
1571-savhk,Yes,male,0,0,0,12,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,mailed check,99.95,1132.75,3.3316666666666666
1573-lgxba,No,male,0,1,1,57,1,no,fiber optic,no,yes,yes,no,yes,yes,one year,1,credit card (automatic),97.55,5598.0,3.2516666666666665
1574-dycwe,No,female,0,1,1,51,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.95,1028.75,0.6649999999999999
1575-krzze,No,female,0,0,0,4,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,electronic check,55.2,220.65,1.84
1576-pfziw,No,male,1,1,0,70,1,no,fiber optic,yes,yes,yes,no,yes,yes,two year,0,credit card (automatic),105.35,7511.9,3.5116666666666663
1577-hktfg,Yes,female,0,1,0,30,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.65,655.85,0.6549999999999999
1579-klydt,Yes,male,0,0,0,7,1,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,1,electronic check,90.45,593.45,3.015
1580-bmcmr,No,male,1,0,0,19,1,no,fiber optic,yes,no,no,no,no,yes,month-to-month,1,electronic check,87.3,1637.3,2.9099999999999997
1582-rafml,Yes,male,0,0,0,1,1,yes,dsl,no,yes,no,yes,no,no,month-to-month,0,mailed check,60.1,60.1,2.0033333333333334
1583-ihqze,Yes,male,0,0,0,12,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,mailed check,112.95,1384.75,3.765
1585-mqssu,Yes,male,0,0,0,17,1,no,dsl,no,no,no,yes,no,no,month-to-month,0,mailed check,51.5,900.5,1.7166666666666666
1587-fklzb,Yes,male,1,1,1,66,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),99.5,6822.15,3.316666666666667
1589-agtlk,Yes,male,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,45.35,141.5,1.5116666666666667
1591-mqjtp,No,male,1,1,0,51,1,yes,fiber optic,yes,no,yes,no,no,yes,one year,1,bank transfer (automatic),93.65,4839.15,3.121666666666667
1591-nfnlq,Yes,male,0,0,0,51,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,0,credit card (automatic),80.0,4242.35,2.6666666666666665
1591-xwlgb,No,female,0,1,0,71,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.85,1379.6,0.6616666666666667
1596-bbvtg,Yes,male,0,0,0,35,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,credit card (automatic),75.35,2636.05,2.5116666666666663
1596-oqsps,No,female,0,0,0,11,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,electronic check,51.1,531.15,1.7033333333333334
1597-fzreh,Yes,female,0,0,0,2,1,no,dsl,no,no,yes,yes,yes,yes,month-to-month,0,electronic check,76.4,160.8,2.546666666666667
1597-lhync,Yes,female,1,0,0,26,1,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,1,electronic check,95.0,2497.2,3.1666666666666665
1599-eahxy,No,male,0,1,1,60,1,yes,no,no,no,no,no,no,no,one year,0,credit card (automatic),23.95,1506.4,0.7983333333333333
1599-mmyrq,No,male,0,1,1,62,1,no,fiber optic,yes,yes,no,no,no,no,one year,1,credit card (automatic),81.45,4983.05,2.7150000000000003
1600-dilpe,No,female,0,0,0,12,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),45.0,524.35,1.5
1602-ijqqe,Yes,female,0,0,0,4,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,75.35,338.1,2.5116666666666663
1608-gmewb,No,male,1,0,0,45,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),93.9,4200.25,3.1300000000000003
1612-eohdh,Yes,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45.15,45.15,1.505
1614-jbebi,No,female,0,0,0,8,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.7,137.6,0.69
1618-cfhme,Yes,female,0,0,0,2,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,75.9,143.35,2.5300000000000002
1619-ywubb,No,female,0,1,0,68,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),24.95,1614.9,0.8316666666666667
1621-yncjh,No,female,0,1,0,36,1,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,1,credit card (automatic),106.05,3834.4,3.5349999999999997
1622-hshsf,No,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.55,19.55,0.6516666666666667
1623-nldot,Yes,female,0,1,0,42,0,no,dsl,no,yes,no,yes,no,no,one year,0,mailed check,33.55,1445.3,1.1183333333333332
1624-naloj,Yes,male,1,0,0,5,1,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,89.8,502.6,2.993333333333333
1624-woiwj,Yes,female,0,0,0,10,1,no,fiber optic,yes,no,no,no,yes,no,month-to-month,1,mailed check,84.7,832.05,2.8233333333333333
1625-jaiiy,Yes,female,0,1,1,68,1,yes,fiber optic,no,no,no,no,yes,no,one year,1,electronic check,83.0,5685.8,2.7666666666666666
1626-ercmm,Yes,male,1,1,0,20,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,94.55,1899.65,3.1516666666666664
1627-afwvj,No,female,0,0,0,29,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.4,554.25,0.6466666666666666
1628-bizyp,No,male,0,0,0,1,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,1,electronic check,85.0,85.0,2.8333333333333335
1629-dqqvb,No,female,0,0,0,14,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,bank transfer (automatic),50.1,709.5,1.6700000000000002
1635-fjfcc,No,female,0,0,0,5,1,no,dsl,no,no,no,no,no,no,month-to-month,1,credit card (automatic),44.05,202.15,1.4683333333333333
1635-hdgft,No,female,0,0,1,19,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.5,398.55,0.6833333333333333
1635-nzatj,No,male,1,1,0,71,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),25.45,1789.65,0.8483333333333333
1636-ntnco,No,male,1,0,0,4,0,no,dsl,no,yes,no,no,yes,yes,month-to-month,1,credit card (automatic),50.95,207.35,1.6983333333333335
1640-plfmp,No,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,70.25,70.25,2.341666666666667
1641-bybtk,No,male,0,0,1,6,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,20.2,98.35,0.6733333333333333
1641-rqday,No,female,1,1,1,32,1,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,1,electronic check,100.4,3217.65,3.3466666666666667
1642-hmarx,No,female,0,1,0,68,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,electronic check,91.7,6424.7,3.0566666666666666
1644-irksf,Yes,female,0,1,1,33,1,no,fiber optic,no,no,yes,no,yes,yes,one year,1,electronic check,93.8,3124.5,3.1266666666666665
1645-efcgt,Unknown,male,0,1,1,72,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.4,1363.25,0.6466666666666666
1656-drsmg,No,female,0,0,0,63,1,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,1,credit card (automatic),109.85,7002.95,3.6616666666666666
1657-dymbm,No,male,0,1,0,53,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),19.9,1110.05,0.6633333333333333
1658-bygoy,Yes,male,1,0,0,18,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,95.45,1752.55,3.1816666666666666
1658-tjvoa,No,female,1,0,0,6,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,74.1,450.9,2.4699999999999998
1658-xuhbx,No,female,1,1,1,59,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,credit card (automatic),88.75,5348.65,2.9583333333333335
1660-hsooq,Yes,male,0,0,0,1,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,mailed check,49.65,49.65,1.655
1661-czbau,No,male,0,0,0,48,1,yes,dsl,yes,no,no,yes,no,yes,one year,1,bank transfer (automatic),70.95,3629.2,2.365
1663-mhlhe,No,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.2,19.2,0.64
1666-jxlku,No,female,0,0,0,37,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,electronic check,100.05,3810.55,3.335
1666-jzpzt,No,male,0,0,0,27,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,49.0,1291.35,1.6333333333333333
1670-svowz,Yes,female,0,1,1,14,1,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,1,credit card (automatic),89.65,1208.35,2.9883333333333337
1676-bzzyv,Unknown,male,0,1,1,55,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.5,1026.35,0.65
1676-mqaoa,No,male,0,0,0,72,1,no,dsl,yes,yes,yes,yes,yes,no,two year,1,bank transfer (automatic),75.1,5336.35,2.503333333333333
1678-fyzow,Yes,female,0,0,0,3,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.4,244.65,2.646666666666667
1679-jrfbr,No,female,0,1,1,70,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,credit card (automatic),108.15,7930.55,3.605
1680-vdcww,No,male,0,1,0,12,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.8,202.25,0.66
1682-vcoio,No,male,0,0,0,23,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.45,481.1,0.6816666666666666
1684-flbgs,No,female,0,1,1,23,1,yes,dsl,no,yes,no,yes,yes,no,month-to-month,1,credit card (automatic),69.5,1652.1,2.316666666666667
1685-bqula,No,female,0,0,0,40,1,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,bank transfer (automatic),93.4,3756.4,3.1133333333333337
1685-vayjf,No,male,0,0,0,11,1,no,dsl,no,no,no,no,no,no,month-to-month,0,credit card (automatic),45.2,492.0,1.5066666666666668
1686-stuhn,No,male,0,0,0,42,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.8,849.9,0.66
1689-mrzqr,Yes,male,0,1,1,34,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,78.3,2564.3,2.61
1689-yqbyy,No,female,0,0,1,12,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.6,893.0,2.5533333333333332
1696-hxowk,No,female,0,1,0,71,1,yes,fiber optic,yes,yes,no,no,yes,no,one year,0,mailed check,95.65,6856.95,3.1883333333333335
1696-mzvau,No,male,0,1,1,39,0,no,dsl,no,no,no,no,no,no,one year,1,credit card (automatic),25.25,947.75,0.8416666666666667
1697-bcshv,No,female,0,1,1,58,1,yes,dsl,no,yes,no,no,yes,no,month-to-month,1,bank transfer (automatic),66.8,3970.4,2.2266666666666666
1697-lyyyx,No,female,0,1,1,61,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.1,1143.8,0.6366666666666667
1697-nvvgy,No,male,1,1,0,19,1,no,dsl,yes,no,yes,no,yes,no,month-to-month,0,bank transfer (automatic),66.4,1286.05,2.2133333333333334
1698-xfzci,No,male,0,0,0,61,1,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,1,electronic check,107.75,6521.9,3.591666666666667
1699-hpsbg,Yes,male,0,0,0,12,1,no,dsl,no,no,no,yes,yes,no,one year,1,electronic check,59.8,727.8,1.9933333333333332
1699-tldlz,No,female,0,1,1,16,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.7,301.55,0.6566666666666666
